Invoice_ID,Customer_ID,Gender,Age,City,Product_Category,Product_Name,Quantity,Price_Per_Unit,Total_Amount,Payment_Method,Date_of_Purchase,Discount_Percent,Final_Amount,Loyalty_Customer
BB1655,CUST140,Female,35,Indore,Apparel,Socks,5,472.18,2360.9,Wallet,2024-12-20,15,2006.77,No
BB1656,CUST720,Female,20,Surat,Stationery,Notebook,3,358.73,1076.19,Wallet,2025-05-22,0,1076.19,No
BB1657,CUST467,Male,27,Ranchi,Apparel,Kurta,8,176.64,1413.12,Wallet,2024-07-04,0,1413.12,No
BB1658,CUST719,Male,59,Indore,Apparel,Dupatta,3,344.0,1032.0,Credit Card,2025-01-09,5,980.4,No
BB1659,CUST404,Female,25,Bhopal,Household,Dishwash,6,250.89,1505.34,Wallet,2024-07-25,15,1279.54,Yes
BB1660,CUST580,Male,28,Mumbai,Sports,Shuttlecock,1,159.62,159.62,Credit Card,2025-05-14,20,127.7,Yes
BB1661,CUST259,Male,35,Patna,Stationery,Pen,8,256.82,2054.56,Cash,2025-03-09,15,1746.38,Yes
BB1662,CUST711,Female,21,Ahmedabad,Toys & Games,Rubik Cube,5,443.39,2216.95,Credit Card,2025-03-29,0,2216.95,No
BB1663,CUST872,Male,59,Nagpur,Stationery,Scale,9,496.73,4470.57,Credit Card,2025-03-02,0,4470.57,No
BB1664,CUST555,Female,56,Pune,Beauty,Sunscreen,7,218.36,1528.52,Credit Card,2024-07-03,10,1375.67,Yes
BB1665,CUST960,Female,56,Hyderabad,Beauty,Conditioner,4,404.7,1618.8,UPI,2024-07-16,10,1456.92,Yes
BB1666,CUST127,Female,39,Mumbai,Kitchen,Knife Set,5,99.06,495.3,Cash,2025-02-13,0,495.3,Yes
BB1667,CUST850,Male,27,Mumbai,Toys & Games,Remote Car,3,425.34,1276.02,Cash,2025-07-01,5,1212.22,Yes
BB1668,CUST506,Male,23,Chennai,Groceries,Paneer,3,92.85,278.55,UPI,2025-05-16,10,250.7,No
BB1669,CUST942,Male,49,Surat,Kitchen,Utensils,3,24.09,72.27,Credit Card,2025-03-14,5,68.66,Yes
BB1670,CUST721,Female,46,Thane,Toys & Games,Board Game,5,132.87,664.35,Wallet,2025-03-24,15,564.7,No
BB1671,CUST114,Female,20,Bangalore,Toys & Games,Soft Toy,7,135.22,946.54,Wallet,2024-09-21,15,804.56,No
BB1672,CUST203,Male,52,Thane,Groceries,Wheat,1,434.0,434.0,Cash,2025-04-02,0,434.0,No
BB1673,CUST213,Male,32,Patna,Groceries,Flour,3,393.1,1179.3,Cash,2024-10-14,15,1002.4,Yes
BB1674,CUST772,Male,22,Ahmedabad,Apparel,Dupatta,10,169.07,1690.7,UPI,2024-08-08,5,1606.16,Yes
BB1675,CUST710,Male,40,Thane,Groceries,Bread,10,227.81,2278.1,Wallet,2024-12-16,15,1936.38,Yes
BB1676,CUST352,Male,32,Nagpur,Household,Toilet Cleaner,4,244.28,977.12,Wallet,2024-10-29,5,928.26,No
BB1677,CUST634,Female,63,Vadodara,Furniture,Plastic Stool,9,199.55,1795.95,UPI,2024-08-31,0,1795.95,Yes
BB1678,CUST779,Female,26,Ranchi,Kitchen,Peeler,1,436.28,436.28,Credit Card,2024-12-02,20,349.02,Yes
BB1679,CUST572,Male,41,Indore,Beauty,Face Wash,3,87.19,261.57,Cash,2025-05-25,10,235.41,Yes
BB1680,CUST580,Male,65,Visakhapatnam,Stationery,Scale,5,75.6,378.0,UPI,2024-12-07,20,302.4,Yes
BB1681,CUST475,Male,65,Thane,Sports,Gym Gloves,1,225.08,225.08,UPI,2024-12-11,20,180.06,Yes
BB1682,CUST284,Male,21,Patna,Kitchen,Tiffin Box,9,385.0,3465.0,Wallet,2025-03-17,0,3465.0,Yes
BB1683,CUST564,Female,45,Pune,Beauty,Shampoo,8,498.67,3989.36,UPI,2025-01-08,0,3989.36,Yes
BB1684,CUST863,Female,19,Nagpur,Kitchen,Rolling Pin,1,198.95,198.95,Wallet,2024-08-17,20,159.16,No
BB1685,CUST218,Male,48,Pune,Sports,Football,4,246.28,985.12,Credit Card,2025-05-30,15,837.35,Yes
BB1686,CUST776,Male,18,Ahmedabad,Furniture,Sofa Cover,7,486.26,3403.82,Credit Card,2024-12-10,20,2723.06,No
BB1687,CUST734,Male,25,Kolkata,Kitchen,Non-stick Pan,3,267.84,803.52,Credit Card,2025-04-15,0,803.52,No
BB1688,CUST363,Female,38,Chandigarh,Electronics,Fridge,6,488.37,2930.22,Wallet,2024-11-20,0,2930.22,No
BB1689,CUST880,Male,46,Ahmedabad,Kitchen,Cutting Board,9,145.76,1311.84,Wallet,2025-04-22,20,1049.47,Yes
BB1690,CUST900,Female,58,Delhi,Beauty,Face Wash,2,426.33,852.66,Credit Card,2024-11-20,15,724.76,Yes
BB1691,CUST612,Female,51,Surat,Stationery,Pencil,2,107.13,214.26,Cash,2024-09-19,5,203.55,No
BB1692,CUST239,Male,26,Chennai,Electronics,Washing Machine,7,190.92,1336.44,UPI,2024-09-10,10,1202.8,No
BB1693,CUST887,Male,32,Nagpur,Sports,Basketball,8,222.42,1779.36,Credit Card,2025-06-10,5,1690.39,No
BB1694,CUST792,Male,47,Pune,Furniture,Bookshelf,2,226.13,452.26,UPI,2025-01-31,5,429.65,No
BB1695,CUST912,Male,39,Bangalore,Sports,Dumbbells,10,389.2,3892.0,Cash,2024-07-19,10,3502.8,Yes
BB1696,CUST268,Female,38,Delhi,Beauty,Face Cream,9,192.83,1735.47,Credit Card,2024-11-20,10,1561.92,No
BB1697,CUST899,Female,60,Patna,Beauty,Lotion,6,248.27,1489.62,Cash,2024-09-24,5,1415.14,No
BB1698,CUST828,Female,31,Thane,Electronics,Microwave,5,160.87,804.35,Wallet,2024-07-31,15,683.7,Yes
BB1699,CUST303,Male,25,Ranchi,Stationery,Pencil,3,434.2,1302.6,Wallet,2024-09-07,10,1172.34,No
BB1700,CUST323,Male,41,Visakhapatnam,Sports,Gym Gloves,2,30.12,60.24,Credit Card,2024-07-21,15,51.2,Yes
BB1701,CUST839,Male,52,Kolkata,Apparel,Shorts,6,439.09,2634.54,Cash,2025-02-19,0,2634.54,No
BB1702,CUST758,Female,51,Thane,Furniture,Plastic Stool,6,211.94,1271.64,Credit Card,2024-09-02,0,1271.64,Yes
BB1703,CUST788,Male,48,Jaipur,Kitchen,Chopping Board,5,237.83,1189.15,Cash,2025-02-09,15,1010.78,Yes
BB1704,CUST819,Female,32,Pune,Kitchen,Cutting Board,3,161.42,484.26,Cash,2025-02-10,15,411.62,Yes
BB1705,CUST256,Male,53,Delhi,Stationery,Pen,10,166.25,1662.5,Cash,2025-03-16,20,1330.0,No
BB1706,CUST732,Male,41,Ahmedabad,Stationery,Marker,8,138.94,1111.52,Cash,2025-01-04,5,1055.94,No
BB1707,CUST500,Female,38,Pune,Furniture,Plastic Stool,8,312.52,2500.16,UPI,2024-10-13,20,2000.13,Yes
BB1708,CUST203,Male,54,Ahmedabad,Groceries,Flour,2,269.58,539.16,UPI,2025-05-18,10,485.24,No
BB1709,CUST962,Female,39,Hyderabad,Furniture,Wardrobe Organizer,8,235.48,1883.84,Credit Card,2024-11-07,10,1695.46,No
BB1710,CUST150,Female,21,Mumbai,Apparel,Shoes,1,198.16,198.16,Wallet,2024-12-15,20,158.53,No
BB1711,CUST594,Male,29,Delhi,Sports,Cricket Bat,2,176.43,352.86,Cash,2025-02-17,5,335.22,Yes
BB1712,CUST571,Male,36,Hyderabad,Electronics,Air Conditioner,7,213.5,1494.5,Cash,2025-01-05,5,1419.77,No
BB1713,CUST821,Male,23,Surat,Electronics,Bluetooth Speaker,5,153.5,767.5,Wallet,2025-06-16,0,767.5,Yes
BB1714,CUST850,Male,61,Ranchi,Groceries,Pickles,10,35.0,350.0,Cash,2025-06-15,0,350.0,No
BB1715,CUST222,Female,32,Bangalore,Kitchen,Mixer Grinder,4,31.41,125.64,Cash,2025-06-06,20,100.51,No
BB1716,CUST661,Male,18,Lucknow,Furniture,Wardrobe Organizer,7,488.38,3418.66,Cash,2025-06-07,5,3247.73,Yes
BB1717,CUST723,Male,34,Lucknow,Stationery,Eraser,1,115.25,115.25,Cash,2025-01-29,15,97.96,Yes
BB1718,CUST475,Male,53,Nagpur,Sports,Cricket Bat,5,304.58,1522.9,UPI,2024-12-27,10,1370.61,Yes
BB1719,CUST579,Male,49,Ranchi,Beauty,Face Wash,5,467.66,2338.3,Credit Card,2025-03-15,20,1870.64,No
BB1720,CUST674,Male,62,Ranchi,Household,Dustbin,9,412.62,3713.58,Wallet,2024-09-17,20,2970.86,Yes
BB1721,CUST665,Male,42,Chennai,Sports,Shuttlecock,4,260.7,1042.8,Wallet,2024-10-06,10,938.52,No
BB1722,CUST471,Male,65,Vadodara,Kitchen,Tiffin Box,9,114.64,1031.76,UPI,2024-07-17,0,1031.76,Yes
BB1723,CUST725,Female,53,Delhi,Sports,Water Bottle,2,211.73,423.46,Wallet,2024-08-29,0,423.46,Yes
BB1724,CUST347,Female,18,Thane,Stationery,Pen,7,412.89,2890.23,Credit Card,2024-07-02,0,2890.23,No
BB1725,CUST517,Male,51,Chandigarh,Beauty,Face Wash,9,301.62,2714.58,Credit Card,2025-02-25,5,2578.85,Yes
BB1726,CUST854,Female,57,Vadodara,Toys & Games,Building Blocks,7,81.96,573.72,Wallet,2024-08-21,20,458.98,Yes
BB1727,CUST224,Female,43,Nagpur,Stationery,Highlighter,5,405.33,2026.65,UPI,2025-04-14,0,2026.65,No
BB1728,CUST888,Female,42,Kolkata,Furniture,Chair,9,498.4,4485.6,Credit Card,2025-03-07,10,4037.04,Yes
BB1729,CUST442,Female,44,Surat,Kitchen,Chopping Board,1,194.87,194.87,Wallet,2025-06-21,15,165.64,No
BB1730,CUST343,Male,38,Indore,Electronics,Smartwatch,10,188.96,1889.6,Credit Card,2024-11-23,15,1606.16,Yes
BB1731,CUST560,Male,56,Visakhapatnam,Toys & Games,Soft Toy,4,114.79,459.16,Cash,2025-06-03,5,436.2,No
BB1732,CUST768,Female,21,Pune,Beauty,Sunscreen,3,260.03,780.09,UPI,2024-12-14,10,702.08,Yes
BB1733,CUST916,Male,46,Chennai,Kitchen,Tiffin Box,3,408.39,1225.17,Wallet,2024-11-02,5,1163.91,No
BB1734,CUST740,Male,42,Jaipur,Beauty,Face Wash,10,333.75,3337.5,Credit Card,2024-08-07,15,2836.88,Yes
BB1735,CUST496,Female,28,Mumbai,Furniture,Plastic Stool,9,354.78,3193.02,Wallet,2025-05-20,5,3033.37,Yes
BB1736,CUST205,Female,30,Surat,Kitchen,Cutting Board,3,163.01,489.03,Wallet,2025-04-17,20,391.22,Yes
BB1737,CUST322,Female,64,Ahmedabad,Household,Toilet Paper,10,33.14,331.4,Cash,2024-10-27,10,298.26,Yes
BB1738,CUST366,Female,63,Lucknow,Toys & Games,Board Game,9,223.86,2014.74,UPI,2024-12-14,15,1712.53,No
BB1739,CUST531,Female,61,Jaipur,Sports,Yoga Mat,2,463.8,927.6,Wallet,2024-10-28,0,927.6,No
BB1740,CUST994,Male,65,Delhi,Kitchen,Rolling Pin,5,313.82,1569.1,Cash,2024-07-11,15,1333.73,Yes
BB1741,CUST228,Male,64,Hyderabad,Toys & Games,Doll,4,164.56,658.24,Cash,2024-07-17,20,526.59,No
BB1742,CUST684,Male,40,Chandigarh,Kitchen,Utensils,6,429.53,2577.18,UPI,2024-11-12,0,2577.18,Yes
BB1743,CUST583,Male,42,Bangalore,Electronics,TV,10,327.08,3270.8,Cash,2024-09-15,5,3107.26,Yes
BB1744,CUST269,Male,53,Patna,Household,Toilet Cleaner,2,183.04,366.08,Cash,2025-01-08,10,329.47,No
BB1745,CUST636,Male,54,Bangalore,Sports,Dumbbells,8,432.39,3459.12,Cash,2024-09-07,10,3113.21,Yes
BB1746,CUST914,Male,51,Chennai,Electronics,Power Bank,10,256.38,2563.8,Credit Card,2024-09-12,0,2563.8,No
BB1747,CUST947,Female,41,Vadodara,Furniture,Mattress,9,38.98,350.82,Wallet,2025-03-04,20,280.66,Yes
BB1748,CUST577,Female,56,Bangalore,Toys & Games,Doll,2,442.11,884.22,Credit Card,2025-03-27,5,840.01,Yes
BB1749,CUST102,Female,65,Kolkata,Household,Mop,1,124.34,124.34,UPI,2024-10-23,10,111.91,No
BB1750,CUST116,Female,57,Bangalore,Groceries,Milk,3,51.24,153.72,Credit Card,2025-05-11,5,146.03,Yes
BB1751,CUST239,Female,59,Thane,Sports,Dumbbells,5,166.44,832.2,Credit Card,2024-10-02,10,748.98,No
BB1752,CUST972,Female,62,Ranchi,Electronics,Smartwatch,3,391.73,1175.19,Credit Card,2024-11-03,5,1116.43,Yes
BB1753,CUST772,Female,28,Ranchi,Household,Doormat,4,232.12,928.48,Wallet,2025-03-18,0,928.48,No
BB1754,CUST162,Male,18,Nagpur,Beauty,Hair Oil,10,96.36,963.6,Cash,2024-07-17,5,915.42,No
BB1755,CUST244,Female,57,Bhopal,Toys & Games,Action Figure,3,373.42,1120.26,UPI,2025-06-07,0,1120.26,No
BB1756,CUST606,Male,19,Ahmedabad,Apparel,Leggings,7,323.76,2266.32,Credit Card,2024-07-27,0,2266.32,Yes
BB1757,CUST458,Female,30,Ahmedabad,Groceries,Butter,7,56.89,398.23,UPI,2024-12-16,15,338.5,Yes
BB1758,CUST328,Female,28,Chandigarh,Stationery,Files,4,408.66,1634.64,Cash,2025-03-23,20,1307.71,No
BB1759,CUST417,Male,56,Jaipur,Groceries,Spices,8,81.99,655.92,UPI,2024-07-18,5,623.12,No
BB1760,CUST164,Female,21,Vadodara,Household,Bucket,6,477.68,2866.08,Cash,2025-04-23,20,2292.86,Yes
BB1761,CUST252,Male,64,Pune,Apparel,Shorts,7,230.74,1615.18,Wallet,2025-06-24,0,1615.18,No
BB1762,CUST964,Female,36,Ranchi,Electronics,Smartwatch,1,21.59,21.59,Wallet,2024-12-16,10,19.43,No
BB1763,CUST517,Male,61,Ranchi,Stationery,Marker,2,164.65,329.3,Credit Card,2024-08-13,10,296.37,No
BB1764,CUST472,Male,43,Hyderabad,Toys & Games,Toy Gun,9,359.87,3238.83,UPI,2024-07-30,10,2914.95,No
BB1765,CUST359,Female,21,Ranchi,Beauty,Lotion,4,133.66,534.64,Wallet,2024-08-06,5,507.91,No
BB1766,CUST511,Female,47,Surat,Apparel,Jacket,2,396.84,793.68,Cash,2025-04-07,5,754.0,Yes
BB1767,CUST988,Male,57,Vadodara,Apparel,Cap,3,226.23,678.69,Credit Card,2024-11-29,15,576.89,No
BB1768,CUST394,Female,35,Visakhapatnam,Apparel,Cap,10,441.23,4412.3,Wallet,2025-06-02,10,3971.07,Yes
BB1769,CUST831,Male,27,Thane,Sports,Football,1,197.66,197.66,Wallet,2024-12-09,5,187.78,Yes
BB1770,CUST760,Male,58,Surat,Stationery,Pencil,1,361.91,361.91,Credit Card,2024-07-29,10,325.72,Yes
BB1771,CUST996,Female,53,Visakhapatnam,Furniture,Foldable Table,2,94.8,189.6,UPI,2024-12-04,5,180.12,No
BB1772,CUST277,Male,27,Lucknow,Kitchen,Peeler,9,409.44,3684.96,UPI,2025-04-03,20,2947.97,No
BB1773,CUST844,Male,35,Pune,Groceries,Tea,3,224.03,672.09,UPI,2025-04-30,20,537.67,Yes
BB1774,CUST514,Female,19,Mumbai,Electronics,Tablet,9,203.12,1828.08,Credit Card,2024-07-15,0,1828.08,Yes
BB1775,CUST284,Female,50,Ranchi,Beauty,Conditioner,2,320.26,640.52,Cash,2024-09-05,15,544.44,No
BB1776,CUST949,Female,63,Chennai,Apparel,Jeans,10,333.56,3335.6,Cash,2024-12-27,20,2668.48,Yes
BB1777,CUST260,Female,43,Delhi,Beauty,Perfume,3,197.39,592.17,Credit Card,2024-08-16,5,562.56,Yes
BB1778,CUST839,Female,35,Chandigarh,Furniture,Bean Bag,10,442.39,4423.9,Credit Card,2025-05-15,20,3539.12,No
BB1779,CUST560,Male,55,Hyderabad,Toys & Games,Toy Gun,7,235.21,1646.47,Cash,2025-06-08,15,1399.5,Yes
BB1780,CUST655,Female,28,Bhopal,Furniture,Foldable Table,7,439.39,3075.73,Credit Card,2024-10-25,20,2460.58,Yes
BB1781,CUST211,Female,25,Mumbai,Toys & Games,Puzzle,1,134.58,134.58,UPI,2024-12-07,20,107.66,No
BB1782,CUST154,Female,48,Thane,Household,Mop,1,33.05,33.05,Credit Card,2025-01-20,0,33.05,No
BB1783,CUST540,Male,58,Jaipur,Household,Dishwash,7,144.94,1014.58,Credit Card,2024-10-13,5,963.85,Yes
BB1784,CUST743,Male,33,Bhopal,Stationery,Pen,9,439.62,3956.58,Wallet,2025-01-15,20,3165.26,No
BB1785,CUST527,Male,44,Bhopal,Groceries,Bread,4,363.52,1454.08,UPI,2024-09-12,10,1308.67,Yes
BB1786,CUST502,Female,62,Pune,Sports,Yoga Mat,8,284.91,2279.28,Wallet,2024-10-17,15,1937.39,Yes
BB1787,CUST135,Male,54,Bhopal,Groceries,Sugar,6,432.44,2594.64,Credit Card,2024-12-09,5,2464.91,Yes
BB1788,CUST783,Male,63,Indore,Furniture,Chair,4,430.09,1720.36,UPI,2025-02-07,10,1548.32,No
BB1789,CUST973,Male,36,Bangalore,Furniture,Wardrobe Organizer,9,436.86,3931.74,Wallet,2025-01-13,5,3735.15,Yes
BB1790,CUST752,Female,58,Chennai,Electronics,TV,10,432.16,4321.6,Cash,2024-10-04,5,4105.52,No
BB1791,CUST548,Male,20,Bangalore,Electronics,Washing Machine,2,58.97,117.94,Cash,2024-09-23,15,100.25,Yes
BB1792,CUST838,Male,44,Mumbai,Kitchen,Gas Lighter,1,489.09,489.09,Cash,2024-08-13,0,489.09,Yes
BB1793,CUST871,Female,45,Thane,Electronics,Power Bank,9,386.8,3481.2,Wallet,2025-04-13,10,3133.08,No
BB1794,CUST357,Female,43,Lucknow,Sports,Gym Gloves,3,476.68,1430.04,UPI,2024-08-06,20,1144.03,No
BB1795,CUST865,Male,29,Ahmedabad,Electronics,Microwave,9,411.87,3706.83,Credit Card,2025-03-26,5,3521.49,No
BB1796,CUST570,Female,65,Bhopal,Stationery,Whiteboard Marker,8,441.2,3529.6,UPI,2024-09-30,15,3000.16,Yes
BB1797,CUST113,Female,48,Chennai,Toys & Games,Puzzle,7,426.69,2986.83,Credit Card,2024-10-13,10,2688.15,Yes
BB1798,CUST753,Male,49,Ranchi,Kitchen,Chopping Board,5,400.85,2004.25,Wallet,2025-03-27,5,1904.04,No
BB1799,CUST193,Male,19,Bangalore,Kitchen,Mixer Grinder,7,257.46,1802.22,Wallet,2025-02-27,0,1802.22,Yes
BB1800,CUST714,Female,38,Pune,Household,Dishwash,8,204.15,1633.2,UPI,2025-03-29,10,1469.88,No
BB1801,CUST174,Male,21,Visakhapatnam,Toys & Games,Rubik Cube,7,119.2,834.4,Wallet,2025-01-05,20,667.52,No
BB1802,CUST443,Female,21,Visakhapatnam,Electronics,Air Conditioner,10,240.46,2404.6,UPI,2025-05-11,10,2164.14,No
BB1803,CUST942,Male,26,Patna,Groceries,Jaggery,7,254.59,1782.13,Cash,2024-08-14,20,1425.7,Yes
BB1804,CUST140,Male,51,Kolkata,Furniture,Chair,6,225.6,1353.6,UPI,2025-02-22,20,1082.88,Yes
BB1805,CUST762,Female,31,Vadodara,Apparel,Saree,8,99.38,795.04,Cash,2024-08-13,15,675.78,No
BB1806,CUST148,Male,46,Chennai,Groceries,Honey,3,48.58,145.74,Cash,2025-03-27,0,145.74,No
BB1807,CUST966,Male,58,Pune,Toys & Games,Puzzle,4,363.95,1455.8,Credit Card,2024-11-09,0,1455.8,Yes
BB1808,CUST271,Female,35,Pune,Furniture,Shoe Rack,6,400.31,2401.86,Wallet,2025-03-05,20,1921.49,Yes
BB1809,CUST452,Female,19,Chennai,Furniture,Plastic Stool,9,265.21,2386.89,UPI,2025-03-15,5,2267.55,Yes
BB1810,CUST785,Female,38,Hyderabad,Kitchen,Tiffin Box,5,473.54,2367.7,Credit Card,2025-02-27,10,2130.93,Yes
BB1811,CUST742,Female,21,Nagpur,Groceries,Wheat,8,470.61,3764.88,Wallet,2024-09-20,20,3011.9,Yes
BB1812,CUST294,Female,18,Lucknow,Toys & Games,Coloring Kit,8,260.03,2080.24,Wallet,2025-05-01,20,1664.19,Yes
BB1813,CUST433,Female,22,Nagpur,Household,Mop,6,459.66,2757.96,UPI,2024-09-26,15,2344.27,Yes
BB1814,CUST584,Female,53,Vadodara,Electronics,TV,4,186.14,744.56,Credit Card,2025-01-06,5,707.33,Yes
BB1815,CUST837,Male,40,Pune,Stationery,Marker,7,185.41,1297.87,Cash,2025-03-04,15,1103.19,Yes
BB1816,CUST868,Male,21,Pune,Furniture,Sofa Cover,5,488.92,2444.6,Wallet,2024-09-24,0,2444.6,Yes
BB1817,CUST720,Female,31,Patna,Apparel,Shoes,3,163.99,491.97,Cash,2025-02-16,20,393.58,Yes
BB1818,CUST863,Male,20,Bhopal,Stationery,Notebook,1,202.2,202.2,Cash,2024-10-13,0,202.2,No
BB1819,CUST481,Female,52,Delhi,Groceries,Wheat,10,340.09,3400.9,Cash,2024-09-01,5,3230.86,No
BB1820,CUST921,Female,32,Jaipur,Furniture,Sofa Cover,9,391.08,3519.72,Wallet,2025-04-23,10,3167.75,No
BB1821,CUST840,Female,56,Chandigarh,Beauty,Lotion,7,134.51,941.57,Cash,2025-01-19,20,753.26,No
BB1822,CUST524,Male,52,Patna,Electronics,Charger,4,221.78,887.12,UPI,2024-10-29,10,798.41,No
BB1823,CUST622,Male,32,Hyderabad,Beauty,Kajal,5,240.28,1201.4,Credit Card,2025-01-31,20,961.12,No
BB1824,CUST349,Male,19,Chandigarh,Furniture,Bean Bag,7,48.03,336.21,UPI,2024-07-10,0,336.21,No
BB1825,CUST833,Female,65,Bhopal,Kitchen,Cutting Board,9,227.5,2047.5,Wallet,2024-08-17,5,1945.12,Yes
BB1826,CUST622,Male,59,Surat,Beauty,Conditioner,2,499.74,999.48,Cash,2024-11-22,0,999.48,Yes
BB1827,CUST218,Male,58,Patna,Sports,Dumbbells,1,377.06,377.06,UPI,2025-06-23,5,358.21,Yes
BB1828,CUST479,Male,47,Delhi,Stationery,Pencil,2,119.36,238.72,Cash,2025-01-03,10,214.85,Yes
BB1829,CUST186,Male,18,Indore,Stationery,Scale,6,344.36,2066.16,UPI,2024-07-28,15,1756.24,Yes
BB1830,CUST373,Female,45,Bhopal,Apparel,Socks,5,255.44,1277.2,UPI,2025-04-07,0,1277.2,Yes
BB1831,CUST647,Female,51,Surat,Beauty,Hair Oil,8,466.18,3729.44,UPI,2025-04-13,0,3729.44,No
BB1832,CUST152,Female,49,Chennai,Kitchen,Gas Lighter,9,68.45,616.05,Cash,2025-04-10,20,492.84,Yes
BB1833,CUST671,Female,35,Delhi,Sports,Cricket Bat,6,394.52,2367.12,Credit Card,2025-01-25,15,2012.05,Yes
BB1834,CUST355,Female,30,Chennai,Stationery,Scissors,10,175.74,1757.4,Credit Card,2025-03-12,10,1581.66,Yes
BB1835,CUST640,Male,47,Patna,Toys & Games,Building Blocks,5,317.84,1589.2,Credit Card,2024-09-17,10,1430.28,Yes
BB1836,CUST790,Male,57,Mumbai,Groceries,Eggs,8,298.56,2388.48,Wallet,2025-03-26,10,2149.63,Yes
BB1837,CUST719,Male,37,Pune,Electronics,Bluetooth Speaker,3,61.67,185.01,Cash,2025-04-25,0,185.01,No
BB1838,CUST580,Male,30,Indore,Groceries,Spices,10,333.89,3338.9,Credit Card,2025-04-05,5,3171.95,Yes
BB1839,CUST256,Male,20,Ahmedabad,Furniture,Bean Bag,3,24.28,72.84,Credit Card,2024-11-07,5,69.2,Yes
BB1840,CUST743,Female,62,Patna,Beauty,Hair Oil,9,250.37,2253.33,Wallet,2025-02-02,0,2253.33,No
BB1841,CUST328,Female,33,Bhopal,Groceries,Jaggery,2,46.77,93.54,Wallet,2025-02-16,20,74.83,No
BB1842,CUST419,Female,48,Surat,Stationery,Scissors,8,345.92,2767.36,UPI,2025-05-26,10,2490.62,Yes
BB1843,CUST596,Male,40,Thane,Furniture,Bean Bag,10,203.48,2034.8,Wallet,2024-08-09,20,1627.84,Yes
BB1844,CUST116,Male,31,Ahmedabad,Stationery,Pen,5,389.47,1947.35,Wallet,2025-05-02,10,1752.62,Yes
BB1845,CUST244,Female,42,Delhi,Kitchen,Chopping Board,7,210.21,1471.47,Credit Card,2025-01-09,10,1324.32,No
BB1846,CUST620,Female,27,Mumbai,Electronics,Tablet,3,86.86,260.58,Credit Card,2024-11-09,5,247.55,Yes
BB1847,CUST712,Male,59,Delhi,Household,Toilet Paper,8,393.47,3147.76,Credit Card,2024-12-14,15,2675.6,Yes
BB1848,CUST392,Male,43,Pune,Stationery,Scissors,7,246.45,1725.15,Cash,2024-07-05,0,1725.15,Yes
BB1849,CUST776,Male,60,Ahmedabad,Household,Toilet Paper,4,258.93,1035.72,Credit Card,2024-09-19,5,983.93,No
BB1850,CUST142,Male,53,Bangalore,Sports,Shuttlecock,6,295.55,1773.3,Credit Card,2025-02-24,10,1595.97,No
BB1851,CUST214,Male,35,Nagpur,Kitchen,Non-stick Pan,6,209.74,1258.44,Credit Card,2025-02-27,15,1069.67,No
BB1852,CUST163,Male,35,Thane,Beauty,Sunscreen,3,437.7,1313.1,Cash,2024-12-29,5,1247.44,No
BB1853,CUST203,Male,40,Indore,Household,Cleaning Gloves,10,219.37,2193.7,Wallet,2025-06-14,15,1864.64,No
BB1854,CUST796,Female,26,Visakhapatnam,Furniture,Mattress,8,407.78,3262.24,UPI,2024-12-24,10,2936.02,No
BB1855,CUST185,Male,36,Vadodara,Stationery,Scale,1,352.56,352.56,Credit Card,2024-10-23,5,334.93,No
BB1856,CUST238,Male,46,Lucknow,Household,Dustbin,2,472.55,945.1,Credit Card,2025-05-07,5,897.85,No
BB1857,CUST510,Female,27,Jaipur,Apparel,Shorts,3,483.69,1451.07,UPI,2024-10-03,10,1305.96,Yes
BB1858,CUST492,Female,29,Chandigarh,Furniture,Chair,5,45.27,226.35,Cash,2025-02-07,5,215.03,No
BB1859,CUST702,Female,61,Pune,Stationery,Eraser,9,99.7,897.3,UPI,2025-03-15,0,897.3,No
BB1860,CUST151,Female,33,Bangalore,Stationery,Whiteboard Marker,10,402.85,4028.5,Wallet,2025-04-27,15,3424.22,No
BB1861,CUST185,Male,19,Ahmedabad,Beauty,Kajal,7,334.12,2338.84,Credit Card,2025-04-14,5,2221.9,Yes
BB1862,CUST927,Male,51,Pune,Household,Room Freshener,8,279.34,2234.72,Wallet,2024-11-18,15,1899.51,No
BB1863,CUST865,Male,42,Delhi,Beauty,Shampoo,7,325.12,2275.84,Wallet,2024-07-22,15,1934.46,Yes
BB1864,CUST304,Male,23,Ahmedabad,Stationery,Glue Stick,5,430.09,2150.45,Credit Card,2024-07-15,20,1720.36,Yes
BB1865,CUST631,Male,22,Kolkata,Electronics,Smartwatch,6,80.86,485.16,UPI,2025-03-23,5,460.9,No
BB1866,CUST929,Male,35,Surat,Furniture,Sofa Cover,3,170.76,512.28,UPI,2025-06-17,5,486.67,Yes
BB1867,CUST266,Female,34,Vadodara,Groceries,Paneer,9,269.86,2428.74,Cash,2024-11-03,15,2064.43,Yes
BB1868,CUST773,Male,22,Nagpur,Beauty,Shampoo,10,258.98,2589.8,Wallet,2024-12-09,20,2071.84,Yes
BB1869,CUST882,Female,56,Chennai,Apparel,T-Shirt,6,459.33,2755.98,Credit Card,2025-03-23,0,2755.98,Yes
BB1870,CUST651,Male,42,Surat,Sports,Cricket Bat,7,419.76,2938.32,Credit Card,2025-02-26,5,2791.4,No
BB1871,CUST294,Female,48,Ranchi,Apparel,Shirt,10,358.37,3583.7,UPI,2024-10-04,10,3225.33,Yes
